Date,MMWR_week,Location,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,Booster_Daily,Booster_Cumulative,Booster_7_Day_Rolling_Average
12/3/2021,48,DC,0,"1,173,103",863,0,"618,757",236,Admin,0,863,0,"457,985",459,0,78800,443
12/3/2021,48,DC,"3,201","1,173,103","2,662",980,"618,757",894,Report,"3,201","2,662","1,294","458,096",827,1356,78867,1294
12/2/2021,48,DC,0,"1,173,103","1,002",0,"618,757",275,Admin,0,"1,002",0,"457,985",524,0,78800,534
12/2/2021,48,DC,"1,870","1,169,902","2,204",619,"617,777",754,Report,"1,870","2,204",684,"456,802",643,876,77511,1100
12/1/2021,48,DC,"2,151","1,168,032","1,937",542,"617,158",665,Report,"2,151","1,937",769,"456,118",545,966,76635,975
12/1/2021,48,DC,"1,435","1,173,103","1,003",400,"618,757",276,Admin,"1,435","1,003",550,"457,985",525,829,78800,535
11/30/2021,48,DC,498,"1,165,881","2,087",108,"616,616",815,Report,498,"2,087",594,"455,349",491,372,75669,1039
11/30/2021,48,DC,"1,894","1,171,668",960,543,"618,357",274,Admin,"1,894",960,800,"457,435",480,935,77971,544
11/29/2021,48,DC,"1,480","1,169,774",992,496,"617,814",306,Admin,"1,480",992,600,"456,635",409,761,77036,617
11/29/2021,48,DC,"10,911","1,165,383","2,359","4,007","616,508",942,Report,"10,911","2,359","2,454","454,755",464,5488,75297,1166
11/28/2021,48,DC,0,"1,154,472","1,355",0,"612,501",664,Report,0,"1,355",0,"452,301",170,0,69809,600
11/28/2021,48,DC,701,"1,168,294","1,291",100,"617,318",431,Admin,701,"1,292",775,"456,035",382,220,76275,800
11/27/2021,47,DC,0,"1,154,472","1,887",0,"612,501",887,Report,0,"1,887",0,"452,301",230,0,69809,853
11/27/2021,47,DC,531,"1,167,593","1,368",111,"617,218",494,Admin,531,"1,368",488,"455,260",291,358,76055,875
11/26/2021,47,DC,0,"1,154,472","2,549",0,"612,501","1,220",Report,0,"2,549",0,"452,301",305,0,69809,1125
11/26/2021,47,DC,973,"1,167,062","1,625",276,"617,107",648,Admin,973,"1,626",459,"454,772",254,634,75697,978
11/25/2021,47,DC,10,"1,166,089","2,061",7,"616,831",858,Admin,10,"2,061",5,"454,313",250,7,75063,1178
11/25/2021,47,DC,0,"1,154,472","3,208",0,"612,501","1,529",Report,0,"3,208",0,"452,301",401,0,69809,1423
11/24/2021,47,DC,"3,203","1,154,472","3,723","1,591","612,501","1,805",Report,"3,203","3,723",395,"452,301",473,1419,69809,1633
11/24/2021,47,DC,"1,134","1,166,079","2,574",383,"616,824","1,069",Admin,"1,134","2,574",237,"454,308",307,896,75056,1440
11/23/2021,47,DC,"2,116","1,164,945","2,964",766,"616,441","1,230",Admin,"2,116","2,964",299,"454,071",331,1445,74160,1592
11/23/2021,47,DC,"2,402","1,151,269","3,722",998,"610,910","1,840",Report,"2,402","3,722",405,"451,906",464,1257,68390,1601
11/22/2021,47,DC,"3,578","1,162,829","3,251","1,371","615,675","1,386",Admin,"3,578","3,251",412,"453,772",356,2039,72715,1662
11/22/2021,47,DC,"3,878","1,148,867","3,929","2,061","609,912","2,074",Report,"3,878","3,929",396,"451,501",447,1526,67133,1574
11/21/2021,47,DC,"1,235","1,159,251","3,265",543,"614,304","1,389",Admin,"1,235","3,266",138,"453,360",357,747,70676,1647
11/21/2021,47,DC,"3,729","1,144,989","3,816","1,559","607,851","1,966",Report,"3,729","3,816",415,"451,105",448,1770,65607,1568
11/20/2021,46,DC,"2,333","1,158,016","3,253","1,190","613,761","1,394",Admin,"2,333","3,254",230,"453,222",358,1080,69929,1614
11/20/2021,46,DC,"4,631","1,141,260","3,781","2,331","606,292","1,978",Report,"4,631","3,781",530,"450,690",438,1909,63837,1520
11/19/2021,46,DC,"4,610","1,136,629","3,597","2,163","603,961","1,829",Report,"4,610","3,597",669,"450,160",426,2083,61928,1486
11/19/2021,46,DC,"4,022","1,155,683","3,295","1,746","612,571","1,452",Admin,"4,022","3,295",431,"452,992",359,2033,68849,1586
11/18/2021,46,DC,"3,610","1,132,019","3,695","1,929","601,798","1,856",Report,"3,610","3,695",503,"449,491",421,1472,59845,1499
11/18/2021,46,DC,"3,603","1,151,661","3,300","1,483","610,825","1,494",Admin,"3,603","3,301",403,"452,561",352,1840,66816,1547
11/17/2021,46,DC,"3,194","1,128,409","3,474","1,838","599,869","1,686",Report,"3,194","3,474",336,"448,988",403,1192,58373,1466
11/17/2021,46,DC,"3,863","1,148,058","3,246","1,513","609,342","1,487",Admin,"3,863","3,246",410,"452,158",337,1959,64976,1510
11/16/2021,46,DC,"3,851","1,125,215","3,232","2,640","598,031","1,493",Report,"3,851","3,232",286,"448,652",412,1072,57181,1412
11/16/2021,46,DC,"4,125","1,144,195","3,285","1,855","607,829","1,544",Admin,"4,125","3,285",472,"451,748",346,1939,63017,1480
11/15/2021,46,DC,"3,679","1,140,070","3,287","1,393","605,974","1,576",Admin,"3,679","3,287",418,"451,276",341,1929,61078,1445
11/15/2021,46,DC,"3,085","1,121,364","3,085","1,302","595,391","1,289",Report,"3,085","3,085",403,"448,366",421,1482,56109,1445
11/14/2021,46,DC,"1,151","1,136,391","3,297",580,"604,581","1,634",Admin,"1,151","3,297",148,"450,858",334,521,59149,1397
11/14/2021,46,DC,"3,485","1,118,279","3,043","1,642","594,089","1,281",Report,"3,485","3,043",341,"447,963",409,1432,54627,1408
11/13/2021,45,DC,"2,622","1,135,240","3,427","1,596","604,001","1,759",Admin,"2,622","3,428",232,"450,710",333,879,58628,1403
11/13/2021,45,DC,"3,342","1,114,794","3,145","1,288","592,447","1,283",Report,"3,342","3,145",444,"447,622",439,1672,53195,1496
11/12/2021,45,DC,"5,299","1,111,452","3,207","2,353","591,159","1,303",Report,"5,299","3,207",634,"447,178",463,2173,51523,1515
11/12/2021,45,DC,"4,061","1,132,618","3,361","2,037","602,405","1,689",Admin,"4,061","3,361",383,"450,478",340,1765,57749,1404
11/11/2021,45,DC,"2,060","1,106,153","2,930",736,"588,806","1,136",Report,"2,060","2,930",379,"446,544",448,1244,49350,1445
11/11/2021,45,DC,"3,224","1,128,557","3,480","1,432","600,368","1,722",Admin,"3,224","3,480",299,"450,095",349,1579,55984,1462
11/10/2021,45,DC,"1,502","1,104,093","3,375",489,"588,070","1,319",Report,"1,502","3,375",400,"446,165",528,813,48106,1590
11/10/2021,45,DC,"4,133","1,125,333","3,589","1,917","598,936","1,741",Admin,"4,133","3,590",472,"449,796",375,1749,54405,1523
11/9/2021,45,DC,"4,140","1,121,200","3,559","2,080","597,019","1,682",Admin,"4,140","3,560",441,"449,324",377,1691,52656,1545
11/9/2021,45,DC,"2,824","1,102,591","3,527","1,211","587,581","1,358",Report,"2,824","3,527",350,"445,765",529,1304,47293,1671
11/8/2021,45,DC,"3,750","1,117,060","3,518","1,795","594,939","1,600",Admin,"3,750","3,518",367,"448,883",384,1597,50965,1576
11/8/2021,45,DC,"2,787","1,099,767","3,437","1,246","586,370","1,312",Report,"2,787","3,437",320,"445,415",531,1224,45989,1656
11/7/2021,45,DC,"4,199","1,096,980","3,502","1,660","585,124","1,316",Report,"4,199","3,502",546,"445,095",555,2044,44765,1697
11/7/2021,45,DC,"2,065","1,113,310","3,546","1,454","593,144","1,557",Admin,"2,065","3,547",137,"448,516",403,561,49368,1639
11/6/2021,44,DC,"3,780","1,092,781","3,457","1,427","583,464","1,278",Report,"3,780","3,457",615,"444,549",572,1808,42721,1680
11/6/2021,44,DC,"2,154","1,111,245","3,413","1,111","591,690","1,426",Admin,"2,154","3,413",281,"448,379",405,887,48807,1640
11/5/2021,44,DC,"3,361","1,089,001","3,445","1,180","582,037","1,266",Report,"3,361","3,445",526,"443,934",547,1684,40913,1651
11/5/2021,44,DC,"4,896","1,109,091","3,380","2,264","590,579","1,366",Admin,"4,896","3,381",449,"448,098",424,2172,47920,1642
11/4/2021,44,DC,"5,174","1,085,640","4,300","2,021","580,857","1,583",Report,"5,174","4,300",942,"443,408",618,2255,39229,5604
11/4/2021,44,DC,"3,990","1,104,195","3,242","1,568","588,315","1,244",Admin,"3,990","3,242",479,"447,649",433,2004,45748,1606
11/3/2021,44,DC,"3,924","1,100,205","3,214","1,500","586,747","1,213",Admin,"3,924","3,214",490,"447,170",433,1904,43744,1582
11/3/2021,44,DC,"2,565","1,080,466","3,589",762,"578,836","1,302",Report,"2,565","3,589",408,"442,466",515,1379,36974,5282
11/2/2021,44,DC,"3,850","1,096,281","3,192","1,511","585,247","1,194",Admin,"3,850","3,192",489,"446,680",427,1905,41840,1573
11/2/2021,44,DC,"2,194","1,077,901","3,579",886,"578,074","1,324",Report,"2,194","3,579",364,"442,058",537,1200,35595,5085
11/1/2021,44,DC,"3,244","1,075,707","3,405","1,276","577,188","1,251",Report,"3,244","3,405",484,"441,694",527,1512,34395,4913
11/1/2021,44,DC,"3,949","1,092,431","3,222","1,494","583,736","1,190",Admin,"3,949","3,223",497,"446,191",426,2038,39935,1586
10/31/2021,44,DC,"1,130","1,088,482","3,173",533,"582,242","1,164",Admin,"1,130","3,174",155,"445,694",423,571,37897,1557
10/31/2021,44,DC,"3,881","1,072,463","3,182","1,393","575,912","1,178",Report,"3,881","3,182",668,"441,210",516,1922,32883,4697
10/30/2021,43,DC,"1,927","1,087,352","3,152",695,"581,709","1,153",Admin,"1,927","3,152",410,"445,539",419,899,37326,1543
10/30/2021,43,DC,"3,693","1,068,582","2,909","1,342","574,519","1,074",Report,"3,693","2,909",437,"440,542",487,1611,30961,4423
10/29/2021,43,DC,"9,346","1,064,889","2,788","3,403","573,177","1,034",Report,"9,346","2,788","1,028","440,105",510,29350,29350,4192
10/29/2021,43,DC,"3,924","1,085,425","3,081","1,408","581,014","1,124",Admin,"3,924","3,081",514,"445,129",402,1921,36427,1521
10/28/2021,43,DC,"3,796","1,081,501","3,004","1,353","579,606","1,086",Admin,"3,796","3,004",479,"444,615",403,1834,34506,1488
10/28/2021,43,DC,202,"1,055,543","2,114",55,"569,774",851,Report,202,"2,114",220,"439,077",547,0,0,0
10/27/2021,43,DC,"2,493","1,055,341","2,402",915,"569,719",956,Report,"2,493","2,402",558,"438,857",597,0,0,0
10/27/2021,43,DC,"3,769","1,077,705","2,791","1,363","578,253","1,006",Admin,"3,769","2,791",450,"444,136",405,1840,32672,1340
10/26/2021,43,DC,"4,063","1,073,936","2,566","1,485","576,890",924,Admin,"4,063","2,566",482,"443,686",408,2001,30832,1183
10/26/2021,43,DC,977,"1,052,848","2,289",375,"568,804",909,Report,977,"2,289",294,"438,299",581,0,0,0
10/25/2021,43,DC,"1,682","1,051,871","2,301",762,"568,429",928,Report,"1,682","2,301",411,"438,005",590,0,0,0
10/25/2021,43,DC,"3,606","1,069,873","2,315","1,311","575,405",827,Admin,"3,606","2,315",474,"443,204",413,1834,28831,1012
10/24/2021,43,DC,982,"1,066,267","2,096",454,"574,094",758,Admin,982,"2,096",129,"442,730",407,469,26997,860
10/24/2021,43,DC,"1,970","1,050,189","2,253",666,"567,667",897,Report,"1,970","2,253",464,"437,594",586,0,0,0
10/23/2021,42,DC,"1,427","1,065,285","2,012",493,"573,640",720,Admin,"1,427","2,013",289,"442,601",408,749,26528,811
10/23/2021,42,DC,"2,849","1,048,219","2,309","1,065","567,001",912,Report,"2,849","2,309",597,"437,130",594,0,0,0
10/22/2021,42,DC,"4,627","1,045,370","2,222","2,122","565,936",872,Report,"4,627","2,222","1,285","436,533",586,0,0,0
10/22/2021,42,DC,"3,388","1,063,858","1,941","1,142","573,147",704,Admin,"3,388","1,941",524,"442,312",410,1691,25779,746
10/21/2021,42,DC,"2,213","1,040,743","1,892",790,"563,814",679,Report,"2,213","1,892",572,"435,248",491,0,0,0
10/21/2021,42,DC,"2,302","1,060,470","1,801",792,"572,005",645,Admin,"2,302","1,801",488,"441,788",408,798,24088,623
10/20/2021,42,DC,"2,197","1,058,168","1,772",792,"571,213",627,Admin,"2,197","1,772",471,"441,300",404,739,23290,619
10/20/2021,42,DC,"1,705","1,038,530","1,978",581,"563,024",710,Report,"1,705","1,978",444,"434,676",526,0,0,0
10/19/2021,42,DC,"2,305","1,055,971","1,764",808,"570,421",617,Admin,"2,305","1,765",518,"440,829",403,806,22551,622
10/19/2021,42,DC,"1,061","1,036,825","1,886",512,"562,443",681,Report,"1,061","1,886",363,"434,232",512,0,0,0
10/18/2021,42,DC,"1,349","1,035,764","1,795",542,"561,931",632,Report,"1,349","1,795",379,"433,869",484,0,0,0
10/18/2021,42,DC,"2,072","1,053,666","1,767",823,"569,613",616,Admin,"2,072","1,768",432,"440,311",410,770,21745,616
10/17/2021,42,DC,397,"1,051,594","1,721",188,"568,790",592,Admin,397,"1,722",140,"439,879",400,127,20975,598
10/17/2021,42,DC,"2,360","1,034,415","1,815",774,"561,389",646,Report,"2,360","1,815",521,"433,490",479,0,0,0
10/16/2021,41,DC,"2,241","1,032,055","1,939",783,"560,615",693,Report,"2,241","1,939",541,"432,969",504,0,0,0
10/16/2021,41,DC,927,"1,051,197","1,755",380,"568,602",605,Admin,927,"1,755",300,"439,739",400,289,20848,614
10/15/2021,41,DC,"2,313","1,029,814","1,955",772,"559,832",670,Report,"2,313","1,955",623,"432,428",522,0,0,0
10/15/2021,41,DC,"2,410","1,050,270","1,788",729,"568,222",627,Admin,"2,410","1,789",510,"439,439",402,829,20559,619
10/14/2021,41,DC,"2,815","1,027,501","1,958","1,008","559,060",684,Report,"2,815","1,958",816,"431,805",538,0,0,0
10/14/2021,41,DC,"2,099","1,047,860","1,782",671,"567,493",652,Admin,"2,099","1,782",459,"438,929",398,775,19730,607
10/13/2021,41,DC,"2,144","1,045,761","1,868",719,"566,822",679,Admin,"2,144","1,869",465,"438,470",414,757,18955,625
10/13/2021,41,DC,"1,066","1,024,686","1,849",374,"558,052",637,Report,"1,066","1,849",341,"430,989",494,0,0,0
10/12/2021,41,DC,"2,326","1,043,617","1,862",804,"566,103",672,Admin,"2,326","1,862",569,"438,005",409,765,18198,609
10/12/2021,41,DC,419,"1,023,620","2,032",170,"557,678",705,Report,419,"2,032",172,"430,648",536,0,0,0
10/11/2021,41,DC,"1,749","1,041,291","1,823",651,"565,299",654,Admin,"1,749","1,823",357,"437,436",396,647,17433,600
10/11/2021,41,DC,"1,489","1,023,201","2,199",641,"557,508",781,Report,"1,489","2,199",339,"430,476",553,0,0,0
10/10/2021,41,DC,630,"1,039,542","1,900",279,"564,648",684,Admin,630,"1,901",143,"437,079",405,238,16786,626
10/10/2021,41,DC,"3,227","1,021,712","2,447","1,100","556,867",902,Report,"3,227","2,447",697,"430,137",604,0,0,0
10/9/2021,40,DC,"1,163","1,038,912","1,892",536,"564,369",682,Admin,"1,163","1,892",315,"436,936",408,323,16548,617
10/9/2021,40,DC,"2,356","1,018,485","2,184",623,"555,767",831,Report,"2,356","2,184",671,"429,440",570,0,0,0
10/8/2021,40,DC,"2,334","1,016,129","2,101",869,"555,144",856,Report,"2,334","2,101",730,"428,769",547,0,0,0
10/8/2021,40,DC,"2,366","1,037,749","1,877",901,"563,833",672,Admin,"2,366","1,877",480,"436,621",409,746,16225,611
10/7/2021,40,DC,"2,702","1,035,383","1,886",864,"562,932",689,Admin,"2,702","1,887",570,"436,141",420,901,15479,621
10/7/2021,40,DC,"2,054","1,013,795","2,089",684,"554,275",880,Report,"2,054","2,089",514,"428,039",510,0,0,0
10/6/2021,40,DC,"2,346","1,011,741","2,066",849,"553,591",913,Report,"2,346","2,066",630,"427,525",506,0,0,0
10/6/2021,40,DC,"2,100","1,032,681","1,867",672,"562,068",733,Admin,"2,100","1,868",429,"435,571",418,644,14578,594
10/5/2021,40,DC,"1,584","1,009,395","1,969",701,"552,742",915,Report,"1,584","1,969",294,"426,895",476,0,0,0
10/5/2021,40,DC,"2,054","1,030,581","1,911",673,"561,396",789,Admin,"2,054","1,912",482,"435,142",433,701,13934,597
10/4/2021,40,DC,"3,227","1,007,811","1,854","1,491","552,041",866,Report,"3,227","1,854",697,"426,601",485,0,0,0
10/4/2021,40,DC,"2,289","1,028,527","1,953",861,"560,723",855,Admin,"2,289","1,953",419,"434,660",450,831,13233,587
10/3/2021,40,DC,573,"1,026,238","1,900",270,"559,862",876,Admin,573,"1,900",163,"434,241",432,176,12402,562
10/3/2021,40,DC,"1,384","1,004,584","1,623",602,"550,550",760,Report,"1,384","1,623",459,"425,904",444,0,0,0
10/2/2021,39,DC,"1,779","1,003,200","1,665",797,"549,948",786,Report,"1,779","1,665",511,"425,445",461,0,0,0
10/2/2021,39,DC,"1,055","1,025,665","1,918",465,"559,592",879,Admin,"1,055","1,918",326,"434,078",439,277,12226,566
10/1/2021,39,DC,"2,247","1,001,421","2,100","1,034","549,151",990,Report,"2,247","2,100",467,"424,934",656,0,0,0
10/1/2021,39,DC,"2,433","1,024,610","1,952","1,018","559,127",913,Admin,"2,433","1,953",551,"433,752",445,819,11949,562
9/30/2021,39,DC,"2,571","1,022,177","1,865","1,170","558,109",885,Admin,"2,571","1,865",559,"433,201",453,709,11130,504
9/30/2021,39,DC,"1,898","999,174","2,021",919,"548,117",956,Report,"1,898","2,021",488,"424,467",689,0,0,0
9/29/2021,39,DC,"2,407","1,019,606","1,710","1,066","556,939",825,Admin,"2,407","1,711",532,"432,642",443,668,10421,436
9/29/2021,39,DC,"1,664","997,276","1,949",864,"547,198",918,Report,"1,664","1,949",421,"423,979",705,0,0,0
9/28/2021,39,DC,"2,343","1,017,199","1,552","1,133","555,873",767,Admin,"2,343","1,552",601,"432,110",431,629,9753,368
9/28/2021,39,DC,778,"995,612","1,972",354,"546,334",912,Report,778,"1,972",354,"423,558",737,0,0,0
9/27/2021,39,DC,"1,918","1,014,856","1,460","1,009","554,740",723,Admin,"1,918","1,461",293,"431,509",433,654,9124,311
9/27/2021,39,DC,"1,613","994,834","1,999",751,"545,980",927,Report,"1,613","1,999",411,"423,204",742,0,0,0
9/26/2021,39,DC,"1,674","993,221","1,928",786,"545,229",902,Report,"1,674","1,928",579,"422,793",755,0,0,0
9/26/2021,39,DC,702,"1,012,938","1,392",292,"553,731",671,Admin,702,"1,393",216,"431,216",465,209,8470,252
9/25/2021,38,DC,"1,294","1,012,236","1,361",703,"553,439",660,Admin,"1,294","1,362",364,"431,000",461,244,8261,237
9/25/2021,38,DC,"4,825","991,547","1,934","2,220","544,443",909,Report,"4,825","1,934","1,876","422,214",764,0,0,0
9/24/2021,38,DC,"1,694","986,722","1,529",797,"542,223",733,Report,"1,694","1,529",694,"420,338",606,0,0,0
9/24/2021,38,DC,"1,822","1,010,942","1,335",822,"552,736",639,Admin,"1,822","1,336",607,"430,636",475,418,8017,220
9/23/2021,38,DC,"1,489","1,009,120","1,334",749,"551,914",646,Admin,"1,489","1,335",491,"430,029",477,232,7599,192
9/23/2021,38,DC,"1,397","985,028","1,480",657,"541,426",726,Report,"1,397","1,480",605,"419,644",585,0,0,0
9/22/2021,38,DC,"1,299","1,007,631","1,340",663,"551,165",652,Admin,"1,299","1,340",446,"429,538",487,191,7367,182
9/22/2021,38,DC,"1,820","983,631","1,521",818,"540,769",764,Report,"1,820","1,521",644,"419,039",597,0,0,0
9/21/2021,38,DC,970,"981,811","1,457",460,"539,951",758,Report,970,"1,457",391,"418,395",572,0,0,0
9/21/2021,38,DC,"1,700","1,006,332","1,390",820,"550,502",672,Admin,"1,700","1,390",620,"429,092",512,231,7176,181
9/20/2021,38,DC,"1,115","980,841","1,827",576,"539,491",955,Report,"1,115","1,827",497,"418,004",687,0,0,0
9/20/2021,38,DC,"1,444","1,004,632","1,398",646,"549,682",694,Admin,"1,444","1,398",511,"428,472",516,242,6945,171
9/19/2021,38,DC,"1,720","979,726","1,670",836,"538,915",874,Report,"1,720","1,670",646,"417,507",633,0,0,0
9/19/2021,38,DC,485,"1,003,188","1,394",217,"549,036",712,Admin,485,"1,394",194,"427,961",515,98,6703,158
9/18/2021,37,DC,"1,990","978,006","1,447",990,"538,079",766,Report,"1,990","1,447",771,"416,861",564,0,0,0
9/18/2021,37,DC,"1,110","1,002,703","1,387",555,"548,819",714,Admin,"1,110","1,387",460,"427,767",513,125,6605,153
9/17/2021,37,DC,"1,816","1,001,593","1,375",874,"548,264",712,Admin,"1,816","1,376",622,"427,307",509,227,6480,148
9/17/2021,37,DC,"1,350","976,016","1,493",742,"537,089",793,Report,"1,350","1,493",547,"416,090",572,0,0,0
9/16/2021,37,DC,"1,529","999,777","1,353",789,"547,390",713,Admin,"1,529","1,353",562,"426,685",508,163,6253,148
9/16/2021,37,DC,"1,681","974,666","1,660",925,"536,347",780,Report,"1,681","1,660",689,"415,543",743,0,0,0
9/15/2021,37,DC,"1,646","998,248","1,351",803,"546,601",708,Admin,"1,646","1,351",618,"426,123",512,181,6090,153
9/15/2021,37,DC,"1,375","972,985","1,550",775,"535,422",704,Report,"1,375","1,550",468,"414,854",704,0,0,0
9/14/2021,37,DC,"3,559","971,610","1,438","1,841","534,647",634,Report,"3,559","1,438","1,191","414,386",668,0,0,0
9/14/2021,37,DC,"1,757","996,602","1,322",974,"545,798",703,Admin,"1,757","1,322",646,"425,505",502,159,5909,155
9/13/2021,37,DC,"1,415","994,845","1,317",771,"544,824",680,Admin,"1,415","1,318",503,"424,859",509,153,5750,163
9/13/2021,37,DC,14,"968,051","1,044",6,"532,806",427,Report,14,"1,044",122,"413,195",530,0,0,0
9/12/2021,37,DC,162,"968,037","1,563",85,"532,800",695,Report,162,"1,563",165,"413,073",673,0,0,0
9/12/2021,37,DC,438,"993,430","1,135",233,"544,053",580,Admin,438,"1,135",182,"424,356",446,60,5597,144
